account_id,customer_id,product_type,open_date,status
715,535,CreditCard,2018-03-21,Open
716,536,Chequing,2017-11-26,Open
717,537,Loan,2018-08-01,Dormant
718,538,Loan,2017-11-22,Open
719,539,Loan,2018-03-14,Dormant
720,540,Loan,2018-04-01,Open
721,540,Mortgage,2018-07-04,Dormant
722,540,Chequing,2018-05-20,Dormant
723,541,Mortgage,2018-08-02,Open
724,542,Savings,2018-06-04,Dormant
725,543,Chequing,2018-09-27,Open
726,543,CreditCard,2018-10-01,Open
727,544,CreditCard,2018-05-03,Open
728,545,Chequing,2019-01-02,Open
729,546,CreditCard,2018-04-12,Open
730,546,Loan,2018-06-18,Open
731,547,Chequing,2018-01-07,Closed
732,548,Chequing,2018-05-04,Open
733,549,Mortgage,2018-02-19,Closed
734,550,Loan,2017-10-08,Open
735,550,Loan,2017-12-01,Open
736,551,Mortgage,2020-08-07,Dormant
737,551,Savings,2020-09-16,Open
738,551,Chequing,2020-05-05,Open
739,552,Savings,2018-07-26,Open
740,553,Loan,2018-03-20,Closed
741,554,Mortgage,2018-06-17,Open
742,555,CreditCard,2018-05-23,Open
743,556,Savings,2018-11-14,Open
744,557,Chequing,2018-01-31,Dormant
745,558,Mortgage,2018-09-10,Closed
746,559,Loan,2019-07-14,Open
747,559,Chequing,2019-08-28,Open
748,560,Chequing,2018-06-12,Dormant
749,560,Chequing,2018-05-20,Open
750,561,Mortgage,2018-05-14,Dormant
751,561,Savings,2018-05-28,Open
752,561,Chequing,2018-05-19,Open
753,562,Savings,2018-04-05,Open
754,563,Chequing,2018-01-30,Dormant
755,564,Chequing,2018-04-30,Open
756,564,Loan,2018-10-09,Dormant
757,565,Loan,2018-04-14,Open
758,565,Chequing,2018-05-20,Closed
759,565,Loan,2018-06-30,Open
760,566,CreditCard,2018-09-24,Dormant
761,567,CreditCard,2018-03-03,Open
762,568,Loan,2018-09-26,Open
763,569,CreditCard,2018-12-14,Dormant
764,570,Loan,2018-05-21,Open
765,571,Savings,2019-04-02,Open
766,572,Mortgage,2018-06-19,Open
767,573,Savings,2018-10-28,Open
768,573,Chequing,2019-01-08,Open
769,574,Mortgage,2017-12-08,Dormant
770,574,Mortgage,2017-11-22,Open
771,575,Mortgage,2018-12-29,Open
772,576,Loan,2019-01-26,Closed
773,577,Loan,2018-12-20,Closed
774,578,Loan,2019-07-25,Closed
775,578,Savings,2019-11-05,Dormant
776,579,CreditCard,2018-11-10,Open
777,579,Loan,2018-09-02,Open
778,580,Mortgage,2018-01-28,Closed
779,580,Mortgage,2018-03-01,Closed
780,581,Mortgage,2018-12-02,Open
781,582,Chequing,2018-04-21,Dormant
782,583,Savings,2018-11-12,Open
783,584,Savings,2019-03-11,Open
784,585,Savings,2019-03-16,Open
785,586,Loan,2019-01-10,Open
786,587,Loan,2018-04-30,Open
787,587,Savings,2018-06-22,Closed
788,588,CreditCard,2018-06-16,Open
789,589,Chequing,2017-10-27,Open
790,590,Loan,2018-06-25,Closed
791,590,Loan,2018-06-22,Closed
792,591,CreditCard,2019-01-18,Open
793,592,Mortgage,2017-12-22,Dormant
794,593,Chequing,2018-08-14,Closed
795,594,Mortgage,2018-05-06,Closed
796,594,Loan,2018-05-22,Open
797,595,Loan,2017-11-04,Open
798,596,Savings,2018-05-25,Closed
799,596,Mortgage,2018-04-29,Closed
800,597,Chequing,2018-10-11,Open
801,598,Mortgage,2018-05-12,Open
802,599,CreditCard,2018-02-12,Closed
803,600,CreditCard,2018-03-29,Dormant
804,601,CreditCard,2018-03-10,Dormant
805,602,Loan,2018-06-04,Closed
806,602,Mortgage,2018-03-24,Dormant
807,602,Chequing,2018-03-03,Open
808,603,CreditCard,2018-05-16,Dormant
809,604,Savings,2018-04-26,Closed
810,605,Mortgage,2019-01-08,Dormant
811,606,Chequing,2019-09-23,Dormant
812,606,CreditCard,2019-08-02,Open
813,607,Chequing,2017-11-04,Dormant
814,608,CreditCard,2018-07-16,Open
815,609,Chequing,2018-04-04,Open
816,610,CreditCard,2018-02-19,Open
817,611,CreditCard,2018-06-28,Dormant
818,612,Chequing,2018-09-24,Open
819,613,Savings,2018-02-28,Open
820,613,Loan,2018-04-23,Open
821,614,CreditCard,2018-08-24,Dormant
822,614,Mortgage,2018-09-13,Open
823,615,Savings,2018-03-19,Dormant
824,616,Savings,2019-08-02,Dormant
825,616,Loan,2019-08-14,Closed
826,617,CreditCard,2018-05-13,Open
827,618,Mortgage,2018-08-03,Open
828,618,Chequing,2018-08-25,Open
829,619,Mortgage,2018-03-02,Dormant
830,620,Savings,2017-11-13,Closed
831,621,Mortgage,2018-06-22,Open
832,621,Savings,2018-06-26,Open
833,622,Savings,2018-11-16,Open
834,623,Savings,2018-09-14,Open
835,624,Loan,2018-07-09,Open
836,624,CreditCard,2018-05-28,Open
837,625,CreditCard,2018-11-05,Open
838,626,Loan,2018-04-24,Closed
839,626,Loan,2018-06-08,Open
840,627,Chequing,2019-08-27,Open
841,628,CreditCard,2018-05-07,Dormant
842,629,Mortgage,2018-09-03,Dormant
843,629,Savings,2018-08-03,Dormant
844,629,Mortgage,2018-06-15,Closed
845,630,CreditCard,2017-09-17,Open
846,630,Savings,2017-10-11,Open
847,631,Chequing,2017-11-04,Open
848,632,Chequing,2018-08-31,Dormant
849,633,Chequing,2018-06-14,Open
850,633,Mortgage,2018-09-29,Open
851,634,Savings,2018-09-08,Open
852,635,Savings,2019-04-04,Open
853,636,Loan,2018-08-14,Closed
854,636,Chequing,2018-07-02,Open
855,637,Loan,2018-07-15,Open
856,638,Savings,2018-04-10,Closed
857,639,Chequing,2018-06-01,Open
858,640,CreditCard,2018-01-23,Closed
859,641,CreditCard,2018-08-18,Open
860,642,Loan,2018-07-10,Dormant
861,643,CreditCard,2018-03-31,Dormant
862,643,CreditCard,2018-04-26,Open
863,644,Loan,2018-12-15,Open
864,645,Mortgage,2018-04-20,Closed
865,645,Loan,2018-01-03,Closed
866,646,Chequing,2018-08-12,Open
867,647,Mortgage,2018-06-22,Open
868,648,Mortgage,2019-06-21,Closed
869,649,Mortgage,2018-03-20,Open
870,649,CreditCard,2018-01-06,Open
871,650,Loan,2018-10-31,Open
872,651,CreditCard,2018-08-07,Open
873,652,CreditCard,2018-06-03,Open
874,653,CreditCard,2019-01-31,Open
875,654,Savings,2019-03-08,Open
876,655,Mortgage,2018-03-22,Open
877,656,Chequing,2018-09-15,Closed
878,657,Loan,2017-11-27,Open
879,658,Savings,2018-04-06,Open
880,659,Loan,2018-02-18,Open
881,660,CreditCard,2018-07-26,Dormant
882,660,Loan,2018-06-21,Dormant
883,661,Chequing,2017-12-29,Closed
884,661,Mortgage,2017-12-11,Open
885,662,CreditCard,2019-01-27,Open
886,663,Mortgage,2018-04-05,Dormant
887,664,CreditCard,2018-01-27,Closed
888,664,CreditCard,2018-01-11,Open
889,665,Mortgage,2018-05-06,Open
890,666,CreditCard,2017-12-06,Open
891,667,Loan,2018-06-14,Open
892,668,CreditCard,2019-02-03,Closed
893,668,Savings,2018-12-08,Open
894,669,Chequing,2019-01-04,Open
895,670,CreditCard,2018-01-14,Open
896,671,CreditCard,2018-12-15,Dormant
897,671,CreditCard,2018-11-16,Open
898,672,CreditCard,2018-03-14,Closed
899,673,CreditCard,2018-06-15,Dormant
900,674,Chequing,2018-04-10,Dormant
901,675,Chequing,2018-05-20,Closed
902,676,Mortgage,2017-11-08,Closed
903,676,Chequing,2018-02-13,Dormant
904,677,Savings,2018-04-07,Closed
905,678,Chequing,2018-01-16,Dormant
906,679,Mortgage,2018-07-28,Open
907,679,Loan,2018-05-02,Open
908,680,Savings,2018-04-06,Open
909,680,Savings,2018-04-08,Open
910,681,Loan,2017-12-27,Closed
911,682,Loan,2018-12-19,Open
912,683,CreditCard,2017-11-03,Open
913,684,Chequing,2018-07-28,Dormant
914,685,CreditCard,2018-10-29,Open
915,685,CreditCard,2018-08-02,Open
916,686,Chequing,2018-05-15,Dormant
917,687,CreditCard,2017-11-30,Open
918,688,Savings,2019-05-01,Closed
919,689,Savings,2018-07-18,Dormant
920,690,Chequing,2018-06-20,Open
921,691,Mortgage,2018-10-01,Dormant
922,692,Loan,2018-04-09,Dormant
923,693,Loan,2019-06-29,Dormant
924,693,Loan,2019-07-09,Open
925,694,Chequing,2017-11-18,Closed
926,695,Savings,2018-08-15,Open
927,696,Chequing,2018-02-08,Open
928,697,Mortgage,2018-01-11,Open
929,698,Chequing,2018-02-02,Open
930,698,Savings,2018-03-05,Open
931,699,CreditCard,2018-11-22,Open
932,700,Savings,2018-04-20,Open
933,700,Loan,2018-04-11,Closed
934,701,Mortgage,2018-01-19,Open
935,701,Savings,2017-10-01,Open
936,702,Chequing,2018-05-24,Open
937,703,CreditCard,2018-11-04,Dormant
938,704,Mortgage,2018-08-03,Closed
939,704,Mortgage,2018-08-08,Open
940,705,Loan,2019-09-29,Open
941,706,CreditCard,2018-05-24,Dormant
942,707,CreditCard,2018-10-18,Open
943,707,Savings,2018-11-09,Dormant
944,708,Chequing,2018-11-07,Open
945,709,Savings,2018-01-06,Open
946,710,Savings,2018-02-02,Open
947,711,Mortgage,2018-08-12,Closed
948,711,Savings,2018-04-13,Open
949,712,CreditCard,2018-01-28,Open
950,713,Loan,2017-12-28,Open
951,714,Mortgage,2018-06-30,Closed
952,715,Chequing,2018-01-21,Closed
953,716,Chequing,2019-02-02,Open
954,717,Chequing,2018-11-05,Open
955,718,Chequing,2018-01-17,Dormant
956,719,Loan,2018-10-26,Dormant
957,720,Chequing,2018-04-05,Closed
958,721,CreditCard,2017-11-26,Dormant
959,722,Savings,2017-12-14,Open
960,723,Chequing,2018-09-21,Open
961,724,Loan,2018-11-22,Open
962,724,Mortgage,2019-02-05,Open
963,725,Mortgage,2018-02-19,Closed
964,726,Savings,2019-03-26,Dormant
965,727,Chequing,2019-05-01,Closed
966,728,Mortgage,2018-03-17,Open
967,729,CreditCard,2018-03-19,Open
968,730,Chequing,2018-03-02,Dormant
969,730,Savings,2018-03-02,Closed
970,731,Savings,2018-07-19,Open
971,732,Mortgage,2018-09-08,Open
972,733,CreditCard,2017-12-15,Dormant
973,734,CreditCard,2018-03-12,Open
974,735,Chequing,2018-10-08,Closed
975,736,Loan,2018-02-18,Open
976,736,Loan,2018-01-05,Open
977,737,Savings,2018-01-05,Open
978,738,Chequing,2018-06-26,Open
979,739,Chequing,2020-04-22,Closed
980,739,Loan,2020-07-29,Open
981,740,Chequing,2018-09-14,Closed
982,741,Chequing,2018-08-09,Open
983,742,CreditCard,2018-07-02,Open
984,743,Loan,2018-04-26,Open
985,744,CreditCard,2018-05-15,Dormant
986,744,Chequing,2018-05-03,Open
987,745,Savings,2018-03-19,Open
988,745,CreditCard,2018-03-07,Open
989,746,CreditCard,2018-03-20,Dormant
990,746,Chequing,2018-04-21,Open
991,747,Chequing,2018-04-05,Open
992,748,Savings,2019-04-11,Open
993,749,CreditCard,2018-12-15,Open
994,750,Loan,2018-10-27,Closed
995,751,CreditCard,2018-07-23,Open
996,751,CreditCard,2018-09-09,Open
997,752,Savings,2017-12-01,Open
998,753,Loan,2019-05-30,Dormant
999,754,Loan,2018-01-31,Open
1000,755,Loan,2018-07-06,Dormant
1001,755,Loan,2018-07-28,Open
1002,756,Chequing,2019-05-14,Open
1003,756,Chequing,2019-04-28,Open
1004,757,Chequing,2018-05-08,Dormant
1005,757,Mortgage,2018-08-16,Dormant
1006,758,Mortgage,2019-04-24,Dormant
1007,759,Savings,2019-02-20,Closed
1008,759,Loan,2019-02-21,Open
1009,760,Mortgage,2018-02-14,Open
1010,761,Savings,2018-05-19,Dormant
1011,762,Loan,2018-08-28,Open
1012,763,Loan,2018-06-02,Dormant
1013,764,Chequing,2018-02-13,Open
1014,764,CreditCard,2017-12-03,Open
1015,765,Chequing,2018-05-31,Closed
1016,766,Mortgage,2018-05-21,Closed
1017,767,Savings,2018-09-27,Open
1018,767,Mortgage,2019-02-27,Closed
1019,768,Mortgage,2018-08-13,Open
1020,769,Loan,2018-03-03,Open
1021,770,Loan,2019-02-18,Open
1022,771,Loan,2018-07-28,Open
1023,772,Mortgage,2018-06-22,Closed
1024,773,Chequing,2018-03-12,Open
1025,774,Savings,2019-08-16,Closed
1026,775,Loan,2018-01-23,Dormant
1027,776,Savings,2019-08-07,Open
1028,777,Loan,2018-11-25,Open
1029,778,Savings,2019-07-13,Open
1030,779,CreditCard,2018-07-12,Open
1031,779,Mortgage,2018-07-09,Open
1032,780,Mortgage,2019-08-30,Dormant
1033,780,Loan,2019-12-17,Open
1034,781,Chequing,2018-06-02,Dormant
1035,781,Loan,2018-03-01,Closed
1036,782,Loan,2018-05-26,Open
1037,783,Loan,2017-10-31,Dormant
1038,784,CreditCard,2018-10-30,Open
1039,784,Loan,2018-11-18,Open
1040,784,Chequing,2018-10-26,Dormant
1041,785,Loan,2018-07-02,Open
1042,785,Mortgage,2018-11-29,Closed
1043,786,Chequing,2019-07-05,Open
1044,786,Mortgage,2019-11-20,Closed
1045,787,CreditCard,2017-10-20,Closed
1046,788,Mortgage,2018-08-27,Open
1047,788,Loan,2018-10-14,Open
1048,789,CreditCard,2019-09-09,Open
1049,790,Savings,2018-05-19,Dormant
1050,790,CreditCard,2018-05-09,Closed
1051,791,Mortgage,2018-01-04,Closed
1052,792,Loan,2018-11-13,Open
1053,793,Loan,2018-02-27,Open
1054,794,Chequing,2019-03-10,Open
1055,795,Chequing,2018-05-18,Open
1056,796,CreditCard,2018-07-13,Open
1057,797,Mortgage,2018-02-25,Closed
1058,797,CreditCard,2018-02-08,Open
1059,798,Chequing,2018-03-05,Open
1060,799,Loan,2018-01-30,Open
1061,800,Loan,2018-02-16,Open
1062,800,CreditCard,2018-01-10,Closed
1063,801,Savings,2018-03-04,Open
1064,802,Chequing,2018-11-01,Dormant
1065,802,Savings,2018-08-14,Dormant
1066,803,Savings,2018-01-18,Open
1067,804,Chequing,2019-06-02,Dormant
1068,805,Chequing,2017-12-31,Closed
1069,806,Chequing,2018-01-26,Dormant
1070,807,Loan,2017-11-08,Closed
1071,807,Mortgage,2017-11-07,Open
1072,808,Loan,2018-09-19,Open
1073,809,Mortgage,2018-01-27,Open
1074,810,Mortgage,2019-05-10,Dormant
1075,811,Mortgage,2019-10-28,Dormant
1076,812,Mortgage,2017-12-03,Open
1077,813,Mortgage,2018-04-08,Open
1078,814,Savings,2019-11-17,Open
1079,815,Loan,2018-08-05,Closed
1080,816,Mortgage,2017-11-20,Open
1081,817,Mortgage,2018-06-22,Dormant
1082,818,Loan,2018-11-02,Closed
1083,819,Savings,2018-12-03,Open
1084,819,Loan,2019-03-14,Open
1085,820,CreditCard,2019-07-03,Dormant
1086,820,Savings,2019-06-15,Open
1087,821,Loan,2018-12-01,Closed
1088,822,Mortgage,2019-03-01,Open
1089,823,Mortgage,2018-07-27,Open
1090,824,Mortgage,2018-03-02,Open
1091,825,Savings,2018-01-03,Open
1092,826,Mortgage,2018-11-19,Open
1093,827,CreditCard,2018-07-01,Open
1094,828,Savings,2018-12-03,Closed
1095,829,Mortgage,2018-01-21,Open
1096,830,Chequing,2019-05-27,Open
1097,831,Mortgage,2018-08-19,Dormant
1098,832,Mortgage,2018-03-27,Closed
1099,832,Loan,2017-12-15,Closed
1100,833,CreditCard,2019-07-24,Dormant
1101,834,Chequing,2018-12-08,Closed
1102,835,Chequing,2018-12-18,Open
1103,836,Loan,2019-04-29,Open
1104,837,Chequing,2018-01-15,Open
1105,838,Savings,2018-05-29,Open
1106,838,Savings,2018-07-07,Open
1107,839,CreditCard,2018-10-05,Open
1108,839,Chequing,2018-06-19,Open
1109,840,Savings,2018-11-24,Closed
1110,841,Chequing,2018-02-24,Open
1111,842,Loan,2018-05-23,Open
1112,843,Mortgage,2018-06-23,Closed
1113,844,Savings,2018-04-17,Closed
1114,845,Loan,2018-09-30,Open
1115,845,Mortgage,2018-07-29,Open
1116,846,Chequing,2018-12-06,Dormant
1117,846,Loan,2018-11-30,Dormant
1118,846,CreditCard,2018-10-31,Closed
1119,847,Chequing,2018-03-09,Open
1120,848,CreditCard,2018-05-01,Open
1121,849,Mortgage,2018-01-31,Dormant
1122,850,Savings,2018-02-13,Open
1123,850,Mortgage,2018-03-22,Closed
1124,851,Mortgage,2017-12-19,Open
1125,851,Savings,2018-01-31,Open
1126,852,Loan,2018-05-31,Open
1127,853,Chequing,2018-09-07,Open
1128,853,Savings,2018-08-18,Closed
1129,854,Chequing,2019-06-20,Dormant
1130,855,Chequing,2018-04-15,Dormant
1131,855,CreditCard,2018-07-15,Closed
1132,856,CreditCard,2019-06-21,Open
1133,856,Savings,2019-05-03,Closed
1134,857,CreditCard,2018-07-26,Open
1135,858,CreditCard,2018-03-21,Dormant
1136,859,Savings,2018-11-27,Open
1137,860,Savings,2018-11-01,Open
1138,861,Mortgage,2018-06-22,Open
1139,862,Mortgage,2018-05-11,Open
1140,863,Loan,2018-03-08,Closed
1141,863,Mortgage,2018-03-23,Open
1142,864,Chequing,2018-03-14,Open
1143,865,Mortgage,2018-09-08,Open
1144,866,Savings,2018-05-15,Closed
1145,867,Chequing,2018-10-24,Closed
1146,868,Savings,2018-07-17,Dormant
1147,868,Mortgage,2018-07-06,Closed
1148,869,Loan,2018-03-13,Open
1149,869,CreditCard,2018-05-04,Open
1150,870,Savings,2019-07-19,Open
1151,871,CreditCard,2018-01-27,Open
1152,872,CreditCard,2018-06-07,Open
1153,873,Mortgage,2018-06-11,Closed
1154,873,Loan,2018-06-13,Closed
1155,874,Chequing,2018-04-17,Open
1156,874,CreditCard,2018-04-15,Dormant
1157,875,Savings,2018-03-17,Closed
1158,876,Mortgage,2017-11-14,Open
1159,876,Chequing,2017-12-16,Open
1160,877,Loan,2018-09-02,Open
1161,877,Loan,2018-06-11,Open
1162,878,Mortgage,2018-07-16,Open
1163,879,Chequing,2018-05-14,Closed
1164,880,CreditCard,2018-02-06,Closed
1165,881,Mortgage,2018-09-18,Dormant
1166,882,Loan,2018-10-09,Open
1167,883,CreditCard,2018-07-14,Open
1168,883,CreditCard,2018-07-14,Closed
1169,883,Chequing,2018-07-01,Open
1170,884,Savings,2018-08-19,Closed
1171,884,Mortgage,2018-09-11,Open
1172,885,Chequing,2018-07-04,Open
1173,885,Savings,2018-03-25,Dormant
1174,886,Chequing,2019-02-04,Open
1175,886,Mortgage,2018-10-20,Dormant
1176,887,Chequing,2018-06-01,Open
1177,888,Chequing,2018-06-18,Dormant
1178,889,CreditCard,2018-04-17,Open
1179,890,Chequing,2018-08-03,Open
1180,890,Chequing,2018-05-29,Open
1181,891,CreditCard,2018-03-26,Closed
1182,891,Chequing,2018-05-01,Closed
1183,892,Savings,2018-07-18,Open
1184,892,Loan,2018-07-31,Dormant
1185,893,Loan,2018-04-16,Dormant
1186,894,Loan,2018-05-22,Open
1187,895,Chequing,2018-03-01,Dormant
1188,896,Chequing,2018-02-14,Closed
1189,897,Chequing,2018-09-19,Closed
1190,898,Chequing,2018-05-20,Closed
1191,898,Chequing,2018-06-30,Open
1192,899,CreditCard,2019-04-15,Closed
1193,899,Chequing,2019-08-13,Open
1194,899,CreditCard,2019-08-19,Closed
1195,900,Chequing,2018-02-24,Open
1196,901,Loan,2018-03-03,Dormant
1197,901,Loan,2018-03-02,Open
1198,902,Loan,2017-11-17,Open
1199,903,Mortgage,2017-11-18,Open
1200,903,Savings,2017-12-05,Dormant
1201,904,Mortgage,2017-11-04,Open
1202,905,Savings,2018-07-29,Open
1203,906,CreditCard,2018-02-25,Open
1204,907,Mortgage,2018-08-16,Closed
1205,908,Savings,2018-04-03,Open
1206,909,Chequing,2018-03-03,Open
1207,910,Mortgage,2018-11-25,Closed
1208,911,Loan,2018-11-15,Closed
1209,912,Mortgage,2018-10-05,Open
1210,913,CreditCard,2018-10-26,Open
1211,914,CreditCard,2018-06-14,Open
1212,915,Loan,2018-10-08,Closed
1213,916,Savings,2018-03-15,Open
1214,916,Savings,2018-06-06,Open
1215,917,Mortgage,2019-04-12,Open
1216,918,Savings,2018-05-13,Open
1217,918,Savings,2018-06-05,Closed
1218,919,Chequing,2018-11-20,Closed
1219,919,Loan,2019-04-08,Closed
1220,920,Chequing,2017-12-12,Open
1221,921,Chequing,2019-02-04,Open
1222,922,Chequing,2019-07-10,Open
1223,922,Mortgage,2019-09-12,Dormant
1224,923,CreditCard,2018-08-23,Open
1225,924,Savings,2018-12-01,Open
1226,924,Chequing,2018-12-21,Open
1227,925,Mortgage,2018-02-15,Open
1228,925,Savings,2018-02-01,Open
1229,926,Loan,2017-11-27,Dormant
1230,927,CreditCard,2018-02-09,Closed
1231,927,CreditCard,2018-04-11,Closed
1232,928,Savings,2018-09-10,Closed
1233,929,Mortgage,2018-12-06,Open
1234,930,CreditCard,2018-09-25,Dormant
1235,930,Savings,2018-06-12,Open
1236,931,CreditCard,2019-01-06,Open
1237,932,Savings,2018-09-29,Dormant
1238,932,CreditCard,2018-08-16,Open
1239,933,Savings,2018-02-21,Open
1240,934,Loan,2018-04-04,Dormant
1241,935,Loan,2018-12-06,Open
1242,936,CreditCard,2019-04-12,Dormant
1243,937,Mortgage,2018-03-15,Open
1244,938,Savings,2018-02-23,Closed
1245,939,Chequing,2018-12-18,Open
1246,939,Savings,2018-09-19,Closed
1247,940,Savings,2018-03-31,Open
1248,941,Chequing,2018-06-27,Open
1249,942,Chequing,2018-01-24,Closed
1250,942,Chequing,2017-12-29,Closed
1251,943,Mortgage,2018-11-29,Dormant
1252,944,Mortgage,2019-05-03,Open
1253,944,Chequing,2019-03-31,Closed
1254,944,CreditCard,2019-05-08,Closed
1255,945,Mortgage,2018-07-02,Dormant
1256,945,Savings,2018-07-10,Open
1257,946,Loan,2018-07-13,Open
1258,946,Mortgage,2018-11-21,Open
1259,947,Savings,2019-04-19,Dormant
1260,948,Mortgage,2018-03-03,Closed
1261,949,Chequing,2018-12-16,Dormant
1262,950,CreditCard,2019-03-26,Closed
1263,951,Chequing,2018-10-30,Open
1264,951,Mortgage,2018-08-19,Open
1265,951,Mortgage,2018-06-19,Open
1266,952,Loan,2018-01-04,Open
1267,953,Savings,2017-12-10,Closed
1268,954,Mortgage,2018-05-14,Open
1269,955,Loan,2018-05-06,Open
1270,956,Chequing,2018-01-13,Open
1271,957,Loan,2018-02-07,Open
1272,958,Chequing,2018-06-22,Open
1273,958,CreditCard,2018-06-05,Open
1274,959,Chequing,2018-07-12,Open
1275,960,Mortgage,2018-07-19,Open
1276,961,Loan,2018-09-01,Dormant
1277,962,Loan,2017-12-07,Open
1278,962,Chequing,2017-12-27,Open
1279,963,Chequing,2018-07-20,Closed
1280,963,CreditCard,2018-11-07,Open
1281,964,Mortgage,2018-05-02,Closed
1282,965,Mortgage,2018-01-08,Open
1283,966,Loan,2018-03-18,Dormant
1284,967,CreditCard,2018-07-02,Closed
1285,968,Chequing,2018-12-21,Closed
1286,969,CreditCard,2018-10-31,Dormant
1287,970,Savings,2018-03-21,Closed
1288,970,Loan,2018-06-22,Open
1289,971,CreditCard,2018-06-07,Dormant
1290,971,Loan,2018-10-10,Closed
1291,972,Chequing,2019-02-09,Closed
1292,973,Savings,2019-03-12,Dormant
1293,973,Savings,2019-01-25,Open
1294,974,Chequing,2018-11-16,Closed
1295,975,CreditCard,2018-10-23,Open
1296,976,Savings,2018-02-18,Open
1297,977,Savings,2018-08-25,Open
1298,977,Mortgage,2019-01-14,Open
1299,978,Savings,2018-03-13,Dormant
1300,979,CreditCard,2018-06-11,Open
1301,979,Loan,2018-06-30,Dormant
1302,980,Loan,2018-03-29,Open
1303,981,Mortgage,2018-07-12,Open
1304,982,Loan,2018-02-04,Open
1305,982,Savings,2018-01-09,Open
1306,983,Savings,2018-07-05,Closed
1307,983,Mortgage,2018-06-24,Open
1308,984,Savings,2019-02-27,Closed
1309,985,Chequing,2018-06-21,Closed
1310,986,Savings,2018-10-13,Open
1311,987,Savings,2018-02-10,Open
1312,988,Savings,2018-09-11,Closed
1313,989,Loan,2018-03-23,Closed
1314,990,Mortgage,2019-07-24,Open
1315,991,CreditCard,2018-02-13,Open
1316,992,Savings,2018-04-21,Dormant
1317,993,Mortgage,2018-03-01,Dormant
1318,993,Loan,2018-03-18,Open
1319,994,Savings,2018-07-23,Dormant
1320,995,Mortgage,2018-10-31,Open
1321,995,Mortgage,2019-02-02,Open
1322,996,Mortgage,2019-01-01,Closed
1323,997,CreditCard,2018-05-29,Open
1324,997,CreditCard,2018-07-28,Dormant
1325,998,Mortgage,2018-03-30,Closed
1326,998,Chequing,2018-02-02,Open
1327,999,Loan,2017-12-10,Dormant
1328,999,Savings,2018-05-10,Open
1329,1000,Chequing,2018-07-28,Open
1330,1000,Mortgage,2018-09-19,Closed
1331,1001,Loan,2020-04-21,Open
1332,1001,Mortgage,2020-01-30,Open
1333,1002,Savings,2018-04-21,Dormant
1334,1002,Mortgage,2018-06-02,Closed
1335,1003,Chequing,2018-08-20,Closed
1336,1004,Mortgage,2018-03-15,Open
1337,1004,Chequing,2018-05-25,Dormant
1338,1005,Savings,2018-04-10,Closed
1339,1006,Mortgage,2018-04-14,Open
1340,1007,Loan,2019-01-02,Closed
1341,1008,Loan,2018-01-03,Open
1342,1009,Chequing,2017-12-13,Closed
1343,1010,Loan,2018-03-17,Open
1344,1010,Loan,2018-03-25,Dormant
1345,1011,CreditCard,2019-02-17,Closed
1346,1011,Mortgage,2018-12-19,Open
1347,1012,Loan,2018-08-25,Open
1348,1013,CreditCard,2018-03-28,Dormant
1349,1013,Savings,2018-01-08,Open
1350,1014,CreditCard,2018-06-18,Closed
1351,1014,Mortgage,2018-04-16,Dormant
1352,1015,CreditCard,2018-03-03,Open
1353,1015,Chequing,2018-03-09,Open
1354,1016,Mortgage,2018-06-08,Closed
1355,1017,Chequing,2018-01-07,Closed
1356,1018,Chequing,2018-04-27,Dormant
1357,1019,Savings,2018-12-05,Open
1358,1020,Loan,2017-12-31,Open
1359,1021,Chequing,2018-10-01,Open
1360,1022,Loan,2017-10-06,Closed
1361,1022,CreditCard,2018-01-12,Open
1362,1023,Mortgage,2018-10-10,Dormant
1363,1024,Mortgage,2018-02-13,Open
1364,1025,Mortgage,2018-10-01,Open
1365,1026,Loan,2019-12-28,Open
1366,1027,Loan,2018-03-20,Closed
1367,1028,Mortgage,2018-04-29,Dormant
1368,1029,Savings,2018-08-25,Open
1369,1030,Mortgage,2019-09-20,Closed
1370,1031,Loan,2017-11-25,Open
1371,1031,CreditCard,2018-02-23,Closed
1372,1032,CreditCard,2018-05-23,Dormant
1373,1033,Savings,2018-05-25,Open
1374,1034,Savings,2018-04-25,Dormant
1375,1035,Savings,2017-12-19,Open
1376,1036,Savings,2018-07-18,Closed
1377,1036,Loan,2018-06-18,Open
1378,1037,Mortgage,2018-05-23,Closed
1379,1037,Chequing,2017-12-30,Open
1380,1038,Loan,2018-05-18,Open
1381,1039,Chequing,2018-08-06,Open
1382,1040,Loan,2018-06-12,Closed
1383,1041,Loan,2017-12-15,Open
1384,1042,Chequing,2018-02-04,Open
1385,1042,Savings,2018-01-21,Open
1386,1042,Chequing,2018-02-19,Closed
1387,1043,Chequing,2018-09-29,Dormant
1388,1043,Loan,2018-06-29,Closed
1389,1044,Mortgage,2019-01-09,Open
1390,1044,Mortgage,2019-03-30,Open
1391,1045,Savings,2018-05-08,Dormant
1392,1046,Loan,2018-06-26,Open
1393,1046,Savings,2018-09-02,Closed
1394,1047,CreditCard,2018-04-01,Open
1395,1047,Chequing,2018-07-03,Closed
1396,1048,Mortgage,2018-07-14,Closed
1397,1049,Savings,2018-03-26,Closed
1398,1050,Savings,2018-05-30,Open
1399,1051,CreditCard,2018-05-15,Open
1400,1052,Chequing,2018-10-04,Open
1401,1053,Chequing,2017-12-25,Open
1402,1054,Loan,2019-03-11,Open
