session_id,customer_id,device_type,start_ts,duration_s,events_count,conv_flag
11034,558,iOS,2025-05-25 22:55:38.652040,120,15,0
11035,558,iOS,2025-06-12 20:55:38.652040,761,11,0
11036,558,Android,2025-07-16 20:55:38.652040,1366,8,1
11037,558,Web,2025-06-20 02:55:38.652040,337,40,0
11038,558,iOS,2025-05-21 09:55:38.652040,407,32,0
11039,558,iOS,2025-06-15 07:55:38.652040,1035,37,0
11040,558,iOS,2025-08-12 20:55:38.652040,1426,31,0
11041,558,Android,2025-07-09 04:55:38.652040,1440,8,0
11042,558,Android,2025-07-11 12:55:38.652040,247,5,0
11043,558,Android,2025-07-17 04:55:38.652040,264,41,1
11044,558,iOS,2025-06-12 21:55:38.652040,127,41,0
11045,558,Web,2025-06-11 00:55:38.652040,451,45,1
11046,558,iOS,2025-06-23 06:55:38.652040,271,41,0
11047,558,iOS,2025-08-04 05:55:38.652040,1062,9,0
11048,558,Web,2025-07-20 20:55:38.652040,1291,20,0
11049,559,Android,2025-06-02 14:55:38.652040,1324,15,0
11050,559,iOS,2025-06-02 17:55:38.652040,955,24,0
11051,559,Android,2025-07-24 18:55:38.652040,1725,6,0
11052,559,iOS,2025-06-22 21:55:38.652040,1089,35,0
11053,559,Web,2025-05-20 12:55:38.652040,1114,24,0
11054,559,Web,2025-07-28 06:55:38.652040,590,5,0
11055,559,Web,2025-06-11 21:55:38.652040,1203,21,0
11056,559,iOS,2025-08-07 17:55:38.652040,321,22,1
11057,559,Android,2025-07-07 21:55:38.652040,1685,9,0
11058,559,Android,2025-07-02 08:55:38.652040,444,15,0
11059,559,Web,2025-07-28 06:55:38.652040,665,29,0
11060,559,Web,2025-06-16 15:55:38.652040,346,37,0
11061,559,Android,2025-06-05 18:55:38.652040,1666,46,0
11062,559,Android,2025-06-07 14:55:38.652040,704,4,0
11063,559,iOS,2025-07-09 07:55:38.652040,1403,29,1
11064,559,Android,2025-07-31 10:55:38.652040,162,35,0
11065,559,iOS,2025-06-08 15:55:38.652040,1574,33,0
11066,559,Android,2025-06-07 08:55:38.652040,795,48,0
11067,559,Web,2025-08-07 09:55:38.652040,593,48,0
11068,559,iOS,2025-08-03 04:55:38.652040,385,18,0
11069,559,iOS,2025-06-18 20:55:38.652040,1525,5,0
11070,559,Web,2025-05-20 14:55:38.652040,383,23,0
11071,559,Web,2025-06-18 09:55:38.652040,326,23,0
11072,559,Android,2025-06-22 19:55:38.652040,303,39,0
11073,559,Web,2025-06-04 20:55:38.652040,583,49,0
11074,560,Android,2025-07-04 20:55:38.652040,175,10,0
11075,560,Android,2025-08-03 14:55:38.652040,111,40,0
11076,560,Android,2025-07-06 00:55:38.652040,76,32,0
11077,560,iOS,2025-06-20 21:55:38.652040,1161,3,0
11078,560,Android,2025-06-07 06:55:38.652040,1294,46,0
11079,560,Android,2025-07-07 00:55:38.652040,1186,10,1
11080,560,Web,2025-05-22 11:55:38.652040,1614,32,0
11081,560,Web,2025-06-29 20:55:38.652040,744,43,0
11082,560,iOS,2025-06-07 19:55:38.652040,312,42,0
11083,560,Web,2025-06-10 15:55:38.652040,857,16,1
11084,560,iOS,2025-07-23 08:55:38.652040,1027,11,0
11085,560,Android,2025-06-23 04:55:38.652040,1377,49,0
11086,560,iOS,2025-08-13 15:55:38.652040,1466,3,0
11087,560,Web,2025-07-30 11:55:38.652040,1707,8,0
11088,560,Web,2025-05-24 23:55:38.652040,117,19,1
11089,560,Android,2025-06-29 11:55:38.652040,1777,27,0
11090,561,Android,2025-07-02 22:55:38.652040,326,49,0
11091,561,iOS,2025-08-01 03:55:38.652040,1074,7,0
11092,561,Android,2025-05-27 00:55:38.652040,1371,47,0
11093,561,iOS,2025-06-20 00:55:38.652040,775,40,0
11094,561,Android,2025-05-20 03:55:38.652040,909,23,0
11095,561,Web,2025-06-06 19:55:38.652040,1173,28,1
11096,561,Android,2025-07-26 10:55:38.652040,1764,42,0
11097,561,Android,2025-07-21 20:55:38.652040,660,10,0
11098,561,Android,2025-06-27 22:55:38.652040,1733,44,0
11099,561,Android,2025-06-14 13:55:38.652040,1026,25,0
11100,561,Web,2025-05-23 18:55:38.652040,401,45,0
11101,561,Web,2025-07-16 14:55:38.652040,516,34,1
11102,561,Android,2025-06-29 16:55:38.652040,981,15,0
11103,561,iOS,2025-07-30 12:55:38.652040,1731,19,0
11104,561,Android,2025-07-13 14:55:38.652040,912,31,0
11105,561,Android,2025-07-22 14:55:38.652040,311,27,0
11106,561,iOS,2025-06-06 09:55:38.652040,1056,14,0
11107,562,iOS,2025-07-20 13:55:38.652040,753,11,0
11108,562,Web,2025-06-06 09:55:38.652040,1429,40,0
11109,562,iOS,2025-07-03 12:55:38.652040,1739,43,0
11110,562,Android,2025-06-19 06:55:38.652040,353,31,0
11111,562,Web,2025-08-10 01:55:38.652040,1326,13,0
11112,562,Web,2025-08-15 07:55:38.652040,121,41,0
11113,562,Web,2025-08-04 05:55:38.652040,862,38,0
11114,562,Web,2025-05-26 00:55:38.652040,649,31,0
11115,562,Android,2025-06-29 05:55:38.652040,181,27,0
11116,562,iOS,2025-05-20 09:55:38.652040,1210,3,0
11117,562,Android,2025-05-21 13:55:38.652040,1406,11,0
11118,562,iOS,2025-06-25 22:55:38.652040,1498,10,1
11119,562,Web,2025-06-23 17:55:38.652040,692,9,0
11120,562,iOS,2025-07-28 11:55:38.652040,1254,49,1
11121,562,iOS,2025-08-15 02:55:38.652040,1048,30,0
11122,562,Android,2025-07-11 15:55:38.652040,1539,8,0
11123,562,Web,2025-07-11 06:55:38.652040,935,35,0
11124,562,iOS,2025-05-23 03:55:38.652040,1276,3,0
11125,562,iOS,2025-06-03 05:55:38.652040,633,25,0
11126,562,Android,2025-07-05 00:55:38.652040,551,44,0
11127,562,Web,2025-08-08 19:55:38.652040,533,46,0
11128,562,Web,2025-07-09 17:55:38.652040,496,18,1
11129,562,Android,2025-06-02 16:55:38.652040,571,19,0
11130,563,Web,2025-07-01 16:55:38.652040,1298,6,0
11131,563,iOS,2025-06-15 12:55:38.652040,1587,26,0
11132,563,Android,2025-06-20 13:55:38.652040,1532,32,0
11133,563,iOS,2025-06-12 18:55:38.652040,1054,29,0
11134,563,Web,2025-08-03 22:55:38.652040,1768,28,0
11135,563,Android,2025-07-20 10:55:38.652040,1151,45,1
11136,563,iOS,2025-06-13 14:55:38.652040,572,16,0
11137,563,iOS,2025-06-01 10:55:38.652040,79,45,0
11138,563,iOS,2025-06-09 11:55:38.652040,1250,43,0
11139,563,iOS,2025-06-21 12:55:38.652040,1107,15,0
11140,563,Web,2025-07-22 23:55:38.652040,756,13,0
11141,563,Android,2025-08-10 22:55:38.652040,1612,12,0
11142,563,Web,2025-08-09 01:55:38.652040,134,41,0
11143,563,Android,2025-05-30 15:55:38.652040,516,47,0
11144,563,iOS,2025-05-23 12:55:38.652040,1301,33,0
11145,563,iOS,2025-08-12 21:55:38.652040,227,8,1
11146,563,Web,2025-07-02 20:55:38.652040,1276,47,0
11147,563,Android,2025-07-20 02:55:38.652040,1693,42,0
11148,563,Web,2025-07-07 11:55:38.652040,987,10,0
11149,563,Android,2025-08-07 14:55:38.652040,1706,15,1
11150,563,iOS,2025-05-22 22:55:38.652040,1207,19,0
11151,563,Android,2025-07-18 16:55:38.652040,767,43,0
11152,563,Web,2025-07-11 08:55:38.652040,517,3,0
11153,563,iOS,2025-05-28 11:55:38.652040,456,3,0
11154,563,iOS,2025-07-31 02:55:38.652040,1733,17,0
11155,563,Web,2025-05-20 18:55:38.652040,1297,28,0
11156,563,Android,2025-07-27 21:55:38.652040,488,22,0
11157,563,Web,2025-07-05 01:55:38.652040,367,43,0
11158,563,iOS,2025-06-25 07:55:38.652040,1587,38,0
11159,563,iOS,2025-05-26 08:55:38.652040,137,26,0
11160,563,Android,2025-08-06 21:55:38.652040,1326,25,0
11161,563,iOS,2025-07-20 21:55:38.652040,361,37,0
11162,563,Web,2025-05-31 20:55:38.652040,592,34,0
11163,563,Android,2025-07-01 06:55:38.652040,1380,43,0
11164,563,iOS,2025-06-20 16:55:38.652040,1660,31,1
11165,563,iOS,2025-07-07 15:55:38.652040,615,30,0
11166,563,iOS,2025-07-21 01:55:38.652040,1730,48,0
11167,563,Android,2025-08-03 15:55:38.652040,763,23,0
11168,564,iOS,2025-06-22 03:55:38.652040,1508,29,0
11169,564,iOS,2025-07-23 22:55:38.652040,1335,11,1
11170,564,iOS,2025-07-22 16:55:38.652040,1183,23,0
11171,564,Android,2025-06-05 03:55:38.652040,297,38,1
11172,564,iOS,2025-07-31 05:55:38.652040,654,25,0
11173,564,Android,2025-06-13 13:55:38.652040,1731,18,0
11174,564,Android,2025-07-28 13:55:38.652040,989,42,0
11175,564,Web,2025-06-14 14:55:38.652040,1083,25,0
11176,564,Web,2025-07-24 09:55:38.652040,1700,29,0
11177,564,Android,2025-08-14 05:55:38.652040,693,14,0
11178,564,iOS,2025-06-27 12:55:38.652040,1506,48,0
11179,564,iOS,2025-06-26 10:55:38.652040,1716,16,0
11180,564,Web,2025-06-07 09:55:38.652040,1171,30,0
11181,564,iOS,2025-06-19 13:55:38.652040,398,12,0
11182,564,Android,2025-08-13 21:55:38.652040,1410,38,1
11183,564,Android,2025-05-26 04:55:38.652040,1595,16,1
11184,564,iOS,2025-06-10 13:55:38.652040,1659,12,0
11185,564,iOS,2025-07-30 22:55:38.652040,1617,45,0
11186,564,Android,2025-07-08 01:55:38.652040,1798,31,1
11187,565,Web,2025-07-30 00:55:38.652040,432,20,0
11188,565,iOS,2025-07-28 22:55:38.652040,1747,12,1
11189,565,Android,2025-08-06 05:55:38.652040,1676,34,0
11190,565,Android,2025-06-04 18:55:38.652040,1514,28,0
11191,565,Web,2025-08-06 04:55:38.652040,909,46,0
11192,565,iOS,2025-07-09 16:55:38.652040,1304,35,0
11193,565,Android,2025-07-17 14:55:38.652040,660,23,0
11194,565,iOS,2025-06-04 14:55:38.652040,894,40,0
11195,565,iOS,2025-07-08 15:55:38.652040,1236,46,0
11196,565,Android,2025-08-11 00:55:38.652040,1040,32,1
11197,565,iOS,2025-07-27 02:55:38.652040,816,19,0
11198,565,iOS,2025-07-11 05:55:38.652040,600,28,0
11199,565,Android,2025-05-22 07:55:38.652040,1645,40,0
11200,565,Android,2025-08-08 06:55:38.652040,1378,22,0
11201,565,Web,2025-06-26 21:55:38.652040,1138,9,0
11202,565,iOS,2025-06-29 10:55:38.652040,914,37,0
11203,566,iOS,2025-05-25 13:55:38.652040,234,30,0
11204,566,Web,2025-06-05 02:55:38.652040,547,16,0
11205,566,Web,2025-07-10 20:55:38.652040,1014,45,0
11206,566,Android,2025-06-14 22:55:38.652040,1579,27,0
11207,566,Web,2025-06-28 17:55:38.652040,1355,38,0
11208,566,Android,2025-07-23 10:55:38.652040,1754,22,0
11209,566,Android,2025-07-17 17:55:38.652040,535,5,0
11210,566,Android,2025-06-27 21:55:38.652040,1492,30,1
11211,566,iOS,2025-07-02 06:55:38.652040,616,40,0
11212,566,Web,2025-05-27 21:55:38.652040,1163,37,0
11213,566,Web,2025-05-22 04:55:38.652040,399,27,0
11214,566,Web,2025-05-27 17:55:38.652040,1348,39,1
11215,566,iOS,2025-08-06 19:55:38.652040,1381,37,0
11216,566,iOS,2025-06-27 16:55:38.652040,57,40,0
11217,566,iOS,2025-07-03 09:55:38.652040,552,41,0
11218,566,Web,2025-07-05 22:55:38.652040,565,38,0
11219,566,Android,2025-07-27 05:55:38.652040,755,24,0
11220,566,iOS,2025-08-14 08:55:38.652040,477,35,1
11221,567,iOS,2025-08-15 07:55:38.652040,804,24,0
11222,567,iOS,2025-05-23 14:55:38.652040,827,49,0
11223,567,Web,2025-05-22 12:55:38.652040,1527,45,0
11224,567,Web,2025-07-23 18:55:38.652040,801,13,0
11225,567,Android,2025-07-08 01:55:38.652040,484,44,0
11226,567,Web,2025-08-01 23:55:38.652040,640,35,0
11227,567,Web,2025-05-23 10:55:38.652040,748,20,1
11228,567,Web,2025-07-25 09:55:38.652040,479,47,1
11229,567,iOS,2025-05-28 10:55:38.652040,1763,14,0
11230,567,iOS,2025-08-04 04:55:38.652040,522,45,0
11231,567,iOS,2025-06-04 02:55:38.652040,30,11,1
11232,567,Web,2025-07-20 16:55:38.652040,1566,43,0
11233,567,Android,2025-05-23 11:55:38.652040,1777,28,0
11234,568,Web,2025-08-10 03:55:38.652040,1707,27,0
11235,568,Web,2025-06-19 14:55:38.652040,1090,17,0
11236,568,iOS,2025-06-03 17:55:38.652040,1467,43,0
11237,568,Web,2025-06-22 23:55:38.652040,1722,46,0
11238,568,Android,2025-07-16 16:55:38.652040,1791,28,0
11239,568,Web,2025-06-09 03:55:38.652040,193,34,0
11240,568,Android,2025-06-26 07:55:38.652040,755,36,0
11241,568,Web,2025-07-14 15:55:38.652040,57,39,0
11242,568,iOS,2025-07-02 14:55:38.652040,502,19,0
11243,568,iOS,2025-06-05 02:55:38.652040,448,9,0
11244,568,Web,2025-07-26 13:55:38.652040,246,30,1
11245,568,Web,2025-05-26 22:55:38.652040,1119,4,0
11246,568,Web,2025-06-06 08:55:38.652040,928,38,0
11247,568,Android,2025-07-07 18:55:38.652040,305,49,0
11248,568,Web,2025-05-24 10:55:38.652040,486,37,0
11249,568,Web,2025-07-01 21:55:38.652040,1562,13,0
11250,568,iOS,2025-07-02 04:55:38.652040,367,28,0
11251,568,Web,2025-05-26 17:55:38.652040,1534,49,0
11252,568,Web,2025-07-16 04:55:38.652040,1132,17,0
11253,568,iOS,2025-08-13 15:55:38.652040,1090,14,0
11254,568,iOS,2025-07-11 21:55:38.652040,1741,27,1
11255,568,Android,2025-06-24 21:55:38.652040,725,10,0
11256,568,Android,2025-07-18 14:55:38.652040,614,14,0
11257,568,iOS,2025-06-15 17:55:38.652040,1571,40,1
11258,568,Web,2025-06-23 23:55:38.652040,394,25,0
11259,568,iOS,2025-07-10 07:55:38.652040,1312,37,0
11260,569,Android,2025-08-06 22:55:38.652040,54,38,0
11261,569,Web,2025-07-12 07:55:38.652040,395,26,1
11262,569,iOS,2025-05-27 00:55:38.652040,1172,47,0
11263,569,Web,2025-06-13 02:55:38.652040,851,8,0
11264,569,Android,2025-05-28 23:55:38.652040,252,14,0
11265,569,Android,2025-06-17 16:55:38.652040,639,23,0
11266,569,iOS,2025-05-31 04:55:38.652040,253,39,0
11267,569,iOS,2025-05-26 07:55:38.652040,187,31,0
11268,569,Web,2025-06-21 09:55:38.652040,238,43,0
11269,569,Android,2025-06-30 17:55:38.652040,413,42,0
11270,569,Android,2025-08-01 22:55:38.652040,844,22,0
11271,569,Android,2025-06-24 12:55:38.652040,1329,47,0
11272,569,Android,2025-07-27 04:55:38.652040,888,17,0
11273,569,iOS,2025-07-14 16:55:38.652040,409,17,0
11274,569,iOS,2025-05-25 05:55:38.652040,1256,36,0
11275,569,Web,2025-07-31 20:55:38.652040,1068,4,1
11276,569,iOS,2025-06-12 05:55:38.652040,1131,34,0
11277,569,Web,2025-08-08 19:55:38.652040,172,48,1
11278,570,Web,2025-07-30 20:55:38.652040,1453,48,0
11279,570,iOS,2025-08-04 16:55:38.652040,1534,29,0
11280,570,Android,2025-07-03 00:55:38.652040,1068,22,0
11281,570,iOS,2025-05-28 06:55:38.652040,63,45,0
11282,570,Web,2025-06-09 12:55:38.652040,1431,25,0
11283,570,iOS,2025-06-16 17:55:38.652040,430,20,0
11284,570,Android,2025-06-26 04:55:38.652040,1461,23,0
11285,570,Web,2025-06-30 02:55:38.652040,192,3,0
11286,570,Web,2025-06-02 14:55:38.652040,549,45,0
11287,570,iOS,2025-07-01 23:55:38.652040,552,28,0
11288,570,Android,2025-07-14 20:55:38.652040,61,14,1
11289,570,Web,2025-08-13 23:55:38.652040,1055,18,0
11290,570,iOS,2025-06-23 07:55:38.652040,1775,39,0
11291,570,Web,2025-07-09 01:55:38.652040,1675,41,0
11292,570,Web,2025-07-03 08:55:38.652040,765,17,0
11293,570,iOS,2025-05-30 13:55:38.652040,1059,11,1
11294,570,Web,2025-06-08 16:55:38.652040,217,23,0
11295,570,Web,2025-07-04 16:55:38.652040,604,40,1
11296,570,Android,2025-07-21 15:55:38.652040,974,27,0
11297,570,Android,2025-06-05 03:55:38.652040,1073,4,0
11298,570,Android,2025-07-20 19:55:38.652040,422,38,0
11299,570,Web,2025-08-01 05:55:38.652040,943,33,0
11300,571,Web,2025-06-14 12:55:38.652040,530,47,1
11301,571,iOS,2025-06-22 12:55:38.652040,879,29,0
11302,571,iOS,2025-07-14 15:55:38.652040,958,15,0
11303,571,iOS,2025-06-10 23:55:38.652040,210,13,0
11304,571,Android,2025-06-07 10:55:38.652040,524,48,1
11305,571,Android,2025-08-15 23:55:38.652040,1592,42,0
11306,571,Web,2025-07-16 01:55:38.652040,1482,43,0
11307,571,Android,2025-06-04 04:55:38.652040,1033,25,0
11308,571,iOS,2025-06-22 17:55:38.652040,685,23,0
11309,571,iOS,2025-07-10 10:55:38.652040,1118,47,0
11310,571,iOS,2025-08-06 16:55:38.652040,610,25,0
11311,571,Web,2025-06-04 05:55:38.652040,1645,18,0
11312,571,iOS,2025-06-19 03:55:38.652040,1634,30,0
11313,571,iOS,2025-05-30 09:55:38.652040,1343,26,0
11314,571,Web,2025-07-07 06:55:38.652040,297,23,0
11315,571,Android,2025-07-27 00:55:38.652040,743,11,1
11316,571,iOS,2025-07-07 03:55:38.652040,1244,23,0
11317,571,iOS,2025-05-20 04:55:38.652040,939,41,0
11318,571,iOS,2025-07-19 11:55:38.652040,329,5,0
11319,572,Web,2025-06-19 18:55:38.652040,378,44,0
11320,572,iOS,2025-07-14 04:55:38.652040,851,22,1
11321,572,iOS,2025-07-30 11:55:38.652040,1790,31,0
11322,572,Android,2025-05-31 22:55:38.652040,1677,27,0
11323,572,Android,2025-05-29 06:55:38.652040,1500,18,0
11324,572,Android,2025-05-24 07:55:38.652040,999,34,0
11325,572,Web,2025-07-07 11:55:38.652040,840,24,0
11326,572,iOS,2025-07-21 07:55:38.652040,753,8,0
11327,572,Web,2025-07-11 09:55:38.652040,1553,6,0
11328,572,iOS,2025-08-05 08:55:38.652040,389,41,0
11329,572,iOS,2025-06-27 20:55:38.652040,468,27,0
11330,572,iOS,2025-06-25 10:55:38.652040,1412,29,0
11331,572,iOS,2025-05-22 06:55:38.652040,878,33,1
11332,572,Web,2025-05-24 21:55:38.652040,814,3,1
11333,572,Web,2025-07-20 05:55:38.652040,1365,4,0
11334,572,Android,2025-06-03 22:55:38.652040,1005,39,0
11335,572,Web,2025-05-25 19:55:38.652040,293,37,0
11336,572,iOS,2025-05-31 13:55:38.652040,988,26,0
11337,572,Web,2025-06-26 16:55:38.652040,969,11,0
11338,572,Android,2025-06-25 08:55:38.652040,1085,49,0
11339,573,iOS,2025-07-15 04:55:38.652040,70,43,0
11340,573,Android,2025-05-19 03:55:38.652040,1051,16,0
11341,573,Android,2025-05-24 13:55:38.652040,565,38,0
11342,573,iOS,2025-07-13 10:55:38.652040,939,29,0
11343,573,Android,2025-07-06 08:55:38.652040,1543,23,1
11344,573,Android,2025-06-05 19:55:38.652040,935,43,0
11345,573,Web,2025-06-20 21:55:38.652040,752,9,0
11346,573,iOS,2025-06-13 12:55:38.652040,1535,39,0
11347,573,Web,2025-06-12 16:55:38.652040,35,6,0
11348,573,Android,2025-07-03 14:55:38.652040,1509,21,0
11349,573,Web,2025-07-13 10:55:38.652040,852,33,1
11350,573,Web,2025-08-07 11:55:38.652040,1278,8,0
11351,573,iOS,2025-07-31 04:55:38.652040,689,12,1
11352,573,Web,2025-08-03 20:55:38.652040,1226,31,0
11353,573,Web,2025-08-06 14:55:38.652040,1684,11,0
11354,574,iOS,2025-06-12 04:55:38.652040,830,18,0
11355,574,iOS,2025-07-26 22:55:38.652040,1185,45,0
11356,574,Web,2025-07-17 04:55:38.652040,1461,33,0
11357,574,iOS,2025-05-28 02:55:38.652040,1512,8,0
11358,574,Android,2025-06-22 13:55:38.652040,1210,20,0
11359,574,iOS,2025-06-21 07:55:38.652040,365,4,0
11360,574,Android,2025-08-12 07:55:38.652040,1151,43,1
11361,574,iOS,2025-07-22 08:55:38.652040,1102,46,0
11362,574,Android,2025-07-25 10:55:38.652040,411,19,0
11363,574,iOS,2025-07-17 23:55:38.652040,1348,33,0
11364,574,Web,2025-07-14 15:55:38.652040,1557,41,0
11365,574,Web,2025-06-13 14:55:38.652040,1499,37,0
11366,574,iOS,2025-06-01 18:55:38.652040,201,23,0
11367,574,Android,2025-06-30 15:55:38.652040,1777,5,0
11368,574,Android,2025-07-11 03:55:38.652040,399,25,0
11369,574,Android,2025-08-08 07:55:38.652040,1173,7,0
11370,574,Android,2025-06-03 18:55:38.652040,1230,10,0
11371,574,Web,2025-06-15 20:55:38.652040,1519,41,0
11372,574,Android,2025-07-11 13:55:38.652040,1093,3,1
11373,575,iOS,2025-08-02 15:55:38.652040,309,49,0
11374,575,Web,2025-08-12 18:55:38.652040,1108,23,0
11375,575,Web,2025-06-14 23:55:38.652040,105,39,0
11376,575,Android,2025-07-20 08:55:38.652040,1075,28,0
11377,575,Web,2025-05-28 10:55:38.652040,83,37,0
11378,575,iOS,2025-06-08 12:55:38.652040,960,14,0
11379,575,Web,2025-06-25 11:55:38.652040,1563,39,0
11380,575,iOS,2025-05-27 03:55:38.652040,105,45,0
11381,575,Android,2025-08-04 23:55:38.652040,716,30,0
11382,575,Android,2025-05-19 04:55:38.652040,43,21,0
11383,575,iOS,2025-07-14 22:55:38.652040,1671,46,0
11384,575,Android,2025-08-12 09:55:38.652040,469,24,0
11385,575,Web,2025-06-09 09:55:38.652040,587,48,0
11386,575,Web,2025-06-11 20:55:38.652040,1414,4,0
11387,575,Web,2025-06-22 14:55:38.652040,1324,45,0
11388,575,iOS,2025-06-21 07:55:38.652040,1053,35,0
11389,575,Web,2025-05-31 12:55:38.652040,316,43,1
11390,575,Web,2025-07-20 21:55:38.652040,1123,45,0
11391,575,Web,2025-07-22 19:55:38.652040,1597,49,0
11392,575,Web,2025-08-01 22:55:38.652040,1444,3,1
11393,576,iOS,2025-06-19 18:55:38.652040,1743,46,1
11394,576,Web,2025-06-09 01:55:38.652040,1705,16,0
11395,576,Web,2025-05-22 23:55:38.652040,904,41,0
11396,576,iOS,2025-07-03 10:55:38.652040,483,15,1
11397,576,Android,2025-07-06 08:55:38.652040,564,38,0
11398,576,Web,2025-07-26 05:55:38.652040,695,39,0
11399,576,Android,2025-07-15 18:55:38.652040,766,40,0
11400,576,Web,2025-08-06 04:55:38.652040,1397,28,0
11401,576,iOS,2025-07-29 06:55:38.652040,197,19,0
11402,576,iOS,2025-06-10 04:55:38.652040,1690,30,0
11403,576,Android,2025-07-11 11:55:38.652040,684,49,0
11404,576,iOS,2025-07-01 06:55:38.652040,391,32,0
11405,576,Android,2025-06-01 22:55:38.652040,638,41,0
11406,576,Web,2025-07-27 20:55:38.652040,1443,35,0
11407,576,Web,2025-05-20 14:55:38.652040,538,17,1
11408,576,Android,2025-08-13 19:55:38.652040,428,16,0
11409,576,Android,2025-08-04 02:55:38.652040,1058,24,0
11410,576,Android,2025-05-30 05:55:38.652040,1719,5,0
11411,576,Web,2025-07-20 18:55:38.652040,1630,30,0
11412,576,iOS,2025-07-22 16:55:38.652040,1382,12,0
11413,577,Android,2025-08-10 05:55:38.652040,920,6,1
11414,577,Web,2025-06-03 08:55:38.652040,1387,41,0
11415,577,iOS,2025-06-15 17:55:38.652040,226,15,0
11416,577,Web,2025-07-12 12:55:38.652040,941,21,0
11417,577,Web,2025-06-17 14:55:38.652040,1023,11,0
11418,577,iOS,2025-08-14 08:55:38.652040,1286,36,0
11419,577,iOS,2025-06-06 14:55:38.652040,1033,28,1
11420,577,Web,2025-06-20 03:55:38.652040,508,44,0
11421,577,Web,2025-08-16 10:55:38.652040,239,44,0
11422,577,iOS,2025-06-14 15:55:38.652040,459,9,0
11423,577,iOS,2025-05-19 23:55:38.652040,829,45,0
11424,577,iOS,2025-07-29 00:55:38.652040,1098,19,0
11425,577,iOS,2025-06-22 11:55:38.652040,1700,17,0
11426,577,iOS,2025-06-28 13:55:38.652040,1105,13,0
11427,577,iOS,2025-05-22 06:55:38.652040,319,30,0
11428,577,Web,2025-05-21 22:55:38.652040,1303,19,1
11429,577,Android,2025-05-27 15:55:38.652040,1288,7,0
11430,577,Web,2025-05-30 05:55:38.652040,888,26,0
11431,578,Android,2025-08-11 09:55:38.652040,1372,35,1
11432,578,iOS,2025-06-12 09:55:38.652040,686,31,0
11433,578,Android,2025-07-23 18:55:38.652040,1626,45,0
11434,578,Web,2025-06-25 08:55:38.652040,1203,26,0
11435,578,Android,2025-08-04 23:55:38.652040,1785,47,0
11436,578,Web,2025-05-19 16:55:38.652040,1211,35,0
11437,578,Android,2025-05-21 21:55:38.652040,412,37,0
11438,578,Web,2025-06-13 20:55:38.652040,618,9,0
11439,578,iOS,2025-07-20 01:55:38.652040,1250,33,0
11440,578,iOS,2025-08-01 10:55:38.652040,1490,45,1
11441,578,Web,2025-07-07 20:55:38.652040,1353,3,0
11442,578,iOS,2025-07-14 18:55:38.652040,361,8,0
11443,578,Android,2025-08-05 04:55:38.652040,870,40,0
11444,578,Web,2025-07-08 04:55:38.652040,1474,14,0
11445,578,iOS,2025-06-02 08:55:38.652040,1241,8,0
11446,578,iOS,2025-07-30 08:55:38.652040,175,25,0
11447,578,Web,2025-08-12 04:55:38.652040,999,42,0
11448,578,Web,2025-06-16 06:55:38.652040,85,41,1
11449,578,Web,2025-08-11 01:55:38.652040,341,43,1
11450,579,iOS,2025-07-08 19:55:38.652040,314,29,0
11451,579,Android,2025-07-27 21:55:38.652040,919,28,0
11452,579,Android,2025-06-27 08:55:38.652040,1258,41,0
11453,579,Android,2025-05-21 01:55:38.652040,1390,5,0
11454,579,Web,2025-05-24 02:55:38.652040,1286,21,0
11455,579,Android,2025-05-26 18:55:38.652040,261,35,0
11456,579,Web,2025-07-13 16:55:38.652040,1597,22,0
11457,579,Web,2025-08-16 00:55:38.652040,1418,9,0
11458,579,Android,2025-07-23 22:55:38.652040,216,15,0
11459,579,Android,2025-08-16 16:55:38.652040,453,32,0
11460,579,iOS,2025-07-14 16:55:38.652040,85,13,0
11461,579,Android,2025-07-06 00:55:38.652040,581,9,0
11462,579,Android,2025-07-26 05:55:38.652040,41,12,0
11463,579,Android,2025-07-19 14:55:38.652040,1076,15,1
11464,579,Web,2025-05-19 20:55:38.652040,1378,3,0
11465,579,iOS,2025-07-03 12:55:38.652040,1674,5,0
11466,579,iOS,2025-07-02 05:55:38.652040,1001,48,0
11467,579,iOS,2025-07-09 12:55:38.652040,198,39,0
11468,579,iOS,2025-07-09 11:55:38.652040,413,15,0
11469,580,iOS,2025-06-25 13:55:38.652040,1468,45,1
11470,580,Android,2025-07-20 23:55:38.652040,546,16,0
11471,580,Web,2025-06-04 04:55:38.652040,356,6,1
11472,580,iOS,2025-07-24 07:55:38.652040,467,6,0
11473,580,Web,2025-05-29 22:55:38.652040,91,29,0
11474,580,Android,2025-07-11 17:55:38.652040,416,27,0
11475,580,Android,2025-07-30 15:55:38.652040,780,8,1
11476,580,Android,2025-07-20 11:55:38.652040,1758,49,1
11477,580,Web,2025-06-26 18:55:38.652040,1480,39,0
11478,580,Android,2025-05-23 19:55:38.652040,470,11,0
11479,580,Android,2025-06-24 08:55:38.652040,540,46,0
11480,580,Web,2025-08-08 00:55:38.652040,785,23,0
11481,580,iOS,2025-08-07 14:55:38.652040,1070,43,0
11482,580,Android,2025-06-01 10:55:38.652040,1785,41,0
11483,580,iOS,2025-07-08 00:55:38.652040,395,29,0
11484,580,iOS,2025-06-09 09:55:38.652040,1712,26,1
11485,580,Android,2025-07-27 13:55:38.652040,755,15,0
